COLUMN_NAME	DATA_TYPE
ID_ITEM	int
NUMRELATORIO	int
CODINTERNO	varchar
PRODUTO_DESCRICAO	varchar
GRUPO	varchar
MARCA	varchar
FORNECEDOR	varchar
CODFORNECEDOR	varchar
CODBARRA	varchar
QTD_VENDIDA	float
LOCALIZACAO	varchar
CUSTO_TOTAL	money
ESTOQUE_ANTERIOR	float
CONTAGEM_FINAL	float
DIFERENCA	float
PRECO_CUSTO	money
VALOR_DIFERENCA	money
